cp_model,art_ms_ozon,art_ms_wb,art_print_ozon,art_print_wb,sku,nm,msk_limits_all,tier
Xiaomi Redmi Note 12S,,XMRN12S-10,C676,C676,,507379282,335,Tier 3
Xiaomi Redmi Note 12S,,XMRN12S-10,V102307,W001,,183684567,335,Tier 3
Xiaomi Redmi Note 12S,318950,XMRN12S-10,R100453,Q500489,3084398434,587407703,335,Tier 3
Xiaomi Redmi Note 12S,,XMRN12S-10,R5017261,Q500488,,587385228,335,Tier 3
Xiaomi Redmi Note 12S,,XMRN12S-10,V104947,W1252,,556472203,335,Tier 3
Xiaomi Redmi Note 12S,,XMRN12S-10,C140,C140,,413336639,335,Tier 3
Xiaomi Redmi Note 12S,318950,,C500571,C500571,3218882080,,335,Tier 3
Xiaomi Redmi Note 12S,,XMRN12S-10,V500487,W210,,259030414,335,Tier 3
Xiaomi Redmi Note 12S,,XMRN12S-10,V104573,W260,,274305748,335,Tier 3
Xiaomi Redmi Note 12S,,XMRN12S-10,C004,C004,,413336931,335,Tier 3
Xiaomi Redmi Note 12S,,XMRN12S-10,V500486,W096,,248461090,335,Tier 3
Xiaomi Redmi Note 12S,318950,,R103659,Q00452,2631979257,,335,Tier 3
Xiaomi Redmi Note 12S,318950,XMRN12S-10,R100687,Q500490,2453346044,587447738,335,Tier 3
Xiaomi Redmi Note 12S,318950,,R103526,Q00476,2776758823,,335,Tier 3
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V104469,W407,,443852751,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,C026,C026,,685138291,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,XMRN134G-10,V104812,W1118,2952521054,542291144,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,XMRN134G-10,V102752,W500491,2777411814,587515396,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,V100377,W100377,3085220700,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,C311,C311,2777410804,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,R103534,Q00466,,590630172,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,C816,C816,,561058795,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,C512,C512,,460819888,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,XMRN134G-10,V102459,W177,2777410532,233427906,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,XMRN134G-10,R242,Q00086,3084417790,225006158,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,R103404,Q00383,,291872981,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,XMRN134G-10,V103631,W301,1858008996,331485670,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,R102210,Q00011,,209183579,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,V104161,W431,2452989873,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,XMRN134G-10,V104272,W500493,2777411185,587550193,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,R500483,Q00268,,253313012,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,C506,C506,,460814335,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,R103147,Q00295,,259067978,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,R102211,Q00049,,215553363,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V104491,W412,,445357762,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,R102970,Q00454,2453514233,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V102222,W060,,225166114,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,C103042,C103042,2777409293,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,R103658,Q00534,2639563404,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,V103665,W437,3085334030,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V104754,W330,,400619926,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,C380,C380,2777410670,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,V104715,W969,3255051928,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,XMRN134G-10,C500056,C500056,3154496653,577333350,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,R103520,Q00492,2777411187,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,R500482,Q00260,,253313213,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,C320,C320,2777411120,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,R102087,Q00026,,209182338,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,V103717,W369,2777409544,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,C806,C806,2969981645,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,C306,C306,2777410798,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V102310,W009,,209182339,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V102331,W021,,215553382,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,V102158,W160,3085221608,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V104570,W007,,215553428,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,R103284,Q00425,,331485677,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,C340,C340,,413336534,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,C515,C515,,460774562,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V103113,W261,,277519332,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,R103825,Q00662,2952519719,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,C007,C007,,413336528,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V102307,W001,,209183572,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,XMRN134G-10,R100453,Q500489,3084417939,587416078,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,C140,C140,,413336712,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,C500571,C500571,3218870439,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V104376,W416,,445357674,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V500487,W210,,259031894,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V104573,W260,,274305801,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,C004,C004,,413336044,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),,XMRN134G-10,V500486,W096,,248462424,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,R103659,Q00452,2639569281,,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,XMRN134G-10,R100687,Q500490,2516474098,587454078,40,Tier 1
Xiaomi Redmi Note 13 4G (Global),321050,,R103526,Q00476,2777412316,,40,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V104469,W407,,443852135,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,C026,C026,,685148204,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,XMRN13P4G-10,V104812,W1118,2952660478,542291621,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,XMRN13P4G-10,V102752,W500491,2783029310,587515225,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,V100377,W100377,3084420057,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,C311,C311,2783028842,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,R103534,Q00466,,590744247,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,C512,C512,,460820045,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,XMRN13P4G-10,V102459,W177,2783029716,233428317,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,XMRN13P4G-10,R242,Q00086,3084421704,449776840,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,R103404,Q00383,,291872915,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,XMRN13P4G-10,V103631,W301,1858008543,331485588,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,R102210,Q00011,,221225864,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,V104161,W431,2452990716,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,V104272,W500493,2783029497,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,R500483,Q00268,,253313642,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,C506,C506,,460814424,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,R103147,Q00295,,259066551,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,R102211,Q00049,,221220967,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V104491,W412,,445357544,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,R102970,Q00454,2453515411,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V102222,W060,,235934027,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,C103042,C103042,2783031135,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,R103658,Q00534,2608198620,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,V103665,W437,3085334466,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V104754,W330,,400620051,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,C380,C380,2783028897,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,XMRN13P4G-10,V104715,W969,3255055374,518058751,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,C608,C608,,493656091,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,C500056,C500056,3154497291,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,R103520,Q00492,2783029560,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,R500482,Q00260,,253312794,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,C320,C320,2783029193,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,C294,C294,,413337671,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,R102087,Q00026,,221225241,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,V103717,W369,2783028752,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,XMRN13P4G-10,C806,C806,2969992375,685148385,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,C306,C306,2783029180,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V102310,W009,,221225229,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V102331,W021,,221220956,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,V102158,W160,3084419360,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V104570,W007,,221220962,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,R103284,Q00425,,331485785,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,C670,C670,,507379411,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,C505,C505,,460813417,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V103113,W261,,277519215,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,XMRN13P4G-10,R103825,Q00662,2952661471,542318268,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V102307,W001,,221225848,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,XMRN13P4G-10,R100453,Q500489,3084421586,587415889,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,R5017261,Q500488,,587394686,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V104947,W1252,,556472645,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,C140,C140,,413336909,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,C500571,C500571,3218877877,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V104376,W416,,445357742,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V500487,W210,,259030208,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V104573,W260,,274305870,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,C004,C004,,413337665,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,,XMRN13P4G-10,V500486,W096,,248463372,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,R103659,Q00452,2608128841,,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,XMRN13P4G-10,R100687,Q500490,2453276684,587453206,575,Tier 1
Xiaomi Redmi Note 13 Pro 4G/POCO M6 Pro 4G,321650,,R103526,Q00476,2783031154,,575,Tier 1
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V104469,W407,,443686769,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,C026,C026,,685095766,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,XMRN13PP-10,V104812,W1118,2953093899,542290481,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,V102752,W500491,2777403132,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,V100377,W100377,3098042662,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,C311,C311,2777405870,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,XMRN13PP-10,V102459,W177,2777403386,233427416,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,XMRN13PP-10,R242,Q00086,3084410342,449776834,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,R103404,Q00383,,291873351,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,XMRN13PP-10,V103631,W301,1858054680,331485087,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,R102210,Q00011,,204135139,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,V104161,W431,2452987949,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,XMRN13PP-10,V104272,W500493,2777403195,587550154,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,R500483,Q00268,,253312835,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,C506,C506,,460814292,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,R103147,Q00295,,259066656,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,R102211,Q00049,,215549815,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V104491,W412,,445315487,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,R102970,Q00454,2453518099,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V102222,W060,,225166770,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,C103042,C103042,2777403332,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,R103658,Q00534,2639408889,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,V103665,W437,3085335236,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V104754,W330,,400619724,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,C380,C380,2777402513,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,XMRN13PP-10,V104715,W969,3255055517,513370816,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,C500056,C500056,3154518465,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,R103520,Q00492,2777403181,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,R500482,Q00260,,253314635,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,C320,C320,2777405755,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,C294,C294,,413335751,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,R102087,Q00026,,204134939,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,V103717,W369,2777405325,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,C806,C806,2970079166,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,C306,C306,2777404831,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V102310,W009,,204134940,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V102331,W021,,215549823,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,V102158,W160,3084405794,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V104570,W007,,215549836,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,R103284,Q00425,,331485812,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,C515,C515,,460774517,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V103113,W261,,277519350,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,XMRN13PP-10,R103825,Q00662,2953093202,542317045,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,C676,C676,,507379465,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V102307,W001,,204135132,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,R100453,Q500489,3084409921,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V104947,W1252,,556471223,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,C140,C140,,413336103,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,C500571,C500571,3218934707,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V104376,W416,,445318447,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V500487,W210,,259033158,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V104573,W260,,274305845,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,C004,C004,,413335745,325,Tier 4
Xiaomi Redmi Note 13 Pro+,,XMRN13PP-10,V500486,W096,,248462230,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,R103659,Q00452,2639415421,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,R100687,Q500490,2453345929,,325,Tier 4
Xiaomi Redmi Note 13 Pro+,320250,,R103526,Q00476,2777403655,,325,Tier 4
Xiaomi Redmi Note 14 4G,,XMI0139-10,V104469,W407,,443688744,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,XMI0139-10,V104812,W1118,2952525088,542291708,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,XMI0139-10,V102752,W500491,2780700621,587507752,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,V100377,W100377,3085313065,,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,C311,C311,2780706372,,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,R103534,Q00466,,529720505,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,XMI0139-10,V102459,W177,2780703557,297208090,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,XMI0139-10,R242,Q00086,3085310478,449776848,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,R103404,Q00383,,297207618,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,XMI0139-10,V103631,W301,1865379083,331485530,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,R102210,Q00011,,297207653,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,V104161,W431,2452993676,,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,XMI0139-10,V104272,W500493,2780704087,587545094,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,R500483,Q00268,,297207409,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,C506,C506,,460814672,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,R103147,Q00295,,297207412,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,R102211,Q00049,,297208381,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,V104491,W412,,445315850,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,R102970,Q00454,2453523788,,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,V102222,W060,,297207869,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,C103042,C103042,2780701502,,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,R103658,Q00534,2608204157,,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,V103665,W437,3085336279,,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,V104754,W330,,400619849,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,C380,C380,2780706082,,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,XMI0139-10,V104715,W969,3255055339,513306086,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,C500056,C500056,3154496494,,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,R103520,Q00492,2780700204,,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,R500482,Q00260,,297207613,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,C320,C320,2780699583,,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,C294,C294,,413370790,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,R102087,Q00026,,297207899,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,V103717,W369,2780702509,,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,C806,C806,2969983805,,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,C306,C306,2780705655,,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,V102310,W009,,297207931,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,V102331,W021,,297208072,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,V104570,W007,,297207787,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,R103284,Q00425,,331485602,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,C670,C670,,507376997,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,C505,C505,,460813663,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,C340,C340,,413374977,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,V103113,W261,,297208080,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,XMI0139-10,R103825,Q00662,2952524778,542318336,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,C007,C007,,413374966,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,C676,C676,,507377007,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,V102307,W001,,297207794,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,XMI0139-10,R100453,Q500489,3085311814,587406522,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,R5017261,Q500488,,587378171,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,V104947,W1252,,556472987,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,C140,C140,,413373456,2690,Tier 1
Xiaomi Redmi Note 14 4G,324150,,C500571,C500571,3218878061,,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,V104376,W416,,445318981,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,V500487,W210,,297207938,2690,Tier 1
Xiaomi Redmi Note 14 4G,,XMI0139-10,V104573,W260,,297207799,2690,Tier 1
